stat_id,shelter_id,date,occupancy_count,occupancy_rate,new_arrivals,departures,total_meals_served,total_supplies_distributed,emergency_requests,staff_count,volunteer_count,created_at
stat_00001115,shelter_0004,2024-09-27 15:09:03.316503,31,0.106,5,0,96,42,0,12,22,2024-09-28 15:08:03.316503
stat_00001116,shelter_0004,2024-09-28 15:09:03.316503,23,0.079,0,8,85,31,0,17,3,2024-09-29 15:08:03.316503
stat_00001117,shelter_0004,2024-09-29 15:09:03.316503,27,0.092,4,0,75,18,0,5,26,2024-09-30 15:08:03.316503
stat_00001118,shelter_0004,2024-09-30 15:09:03.316503,19,0.065,0,8,56,27,0,12,29,2024-10-01 15:08:03.316503
stat_00001119,shelter_0004,2024-10-01 15:09:03.316503,31,0.106,12,0,97,57,0,16,19,2024-10-02 15:08:03.316503
stat_00001120,shelter_0004,2024-10-02 15:09:03.316503,35,0.12,4,0,102,69,0,16,17,2024-10-03 15:08:03.316503
stat_00001121,shelter_0004,2024-10-03 15:09:03.316503,38,0.13,3,0,117,8,0,14,11,2024-10-04 15:08:03.316503
stat_00001122,shelter_0004,2024-10-04 15:09:03.316503,46,0.158,8,0,132,37,0,11,1,2024-10-05 15:08:03.316503
stat_00001123,shelter_0004,2024-10-05 15:09:03.316503,50,0.171,4,0,141,74,2,18,20,2024-10-06 15:08:03.316503
stat_00001124,shelter_0004,2024-10-06 15:09:03.316503,43,0.147,0,7,131,72,5,8,30,2024-10-07 15:08:03.316503
stat_00001125,shelter_0004,2024-10-07 15:09:03.316503,36,0.123,0,7,110,67,0,9,6,2024-10-08 15:08:03.316503
stat_00001126,shelter_0004,2024-10-08 15:09:03.316503,44,0.151,8,0,138,67,0,5,23,2024-10-09 15:08:03.316503
stat_00001127,shelter_0004,2024-10-09 15:09:03.316503,45,0.154,1,0,152,14,0,7,23,2024-10-10 15:08:03.316503
stat_00001128,shelter_0004,2024-10-10 15:09:03.316503,57,0.195,12,0,181,97,0,11,21,2024-10-11 15:08:03.316503
stat_00001129,shelter_0004,2024-10-11 15:09:03.316503,72,0.247,15,0,219,114,0,6,12,2024-10-12 15:08:03.316503
stat_00001130,shelter_0004,2024-10-12 15:09:03.316503,85,0.291,13,0,266,73,0,15,5,2024-10-13 15:08:03.316503
stat_00001131,shelter_0004,2024-10-13 15:09:03.316503,78,0.267,0,7,224,82,0,5,13,2024-10-14 15:08:03.316503
stat_00001132,shelter_0004,2024-10-14 15:09:03.316503,73,0.25,0,5,231,1,0,6,9,2024-10-15 15:08:03.316503
stat_00001133,shelter_0004,2024-10-15 15:09:03.316503,75,0.257,2,0,239,53,0,18,0,2024-10-16 15:08:03.316503
stat_00001134,shelter_0004,2024-10-16 15:09:03.316503,89,0.305,14,0,261,28,0,5,28,2024-10-17 15:08:03.316503
stat_00001135,shelter_0004,2024-10-17 15:09:03.316503,94,0.322,5,0,300,52,0,8,28,2024-10-18 15:08:03.316503
stat_00001136,shelter_0004,2024-10-18 15:09:03.316503,101,0.346,7,0,311,53,0,5,29,2024-10-19 15:08:03.316503
stat_00001137,shelter_0004,2024-10-19 15:09:03.316503,116,0.397,15,0,360,45,0,18,20,2024-10-20 15:08:03.316503
stat_00001138,shelter_0004,2024-10-20 15:09:03.316503,109,0.373,0,7,341,193,0,18,18,2024-10-21 15:08:03.316503
stat_00001139,shelter_0004,2024-10-21 15:09:03.316503,113,0.387,4,0,347,142,0,18,25,2024-10-22 15:08:03.316503
stat_00001140,shelter_0004,2024-10-22 15:09:03.316503,113,0.387,0,0,353,41,0,10,7,2024-10-23 15:08:03.316503
stat_00001141,shelter_0004,2024-10-23 15:09:03.316503,125,0.428,12,0,387,7,0,17,27,2024-10-24 15:08:03.316503
stat_00001142,shelter_0004,2024-10-24 15:09:03.316503,123,0.421,0,2,373,213,0,14,6,2024-10-25 15:08:03.316503
stat_00001143,shelter_0004,2024-10-25 15:09:03.316503,114,0.39,0,9,334,49,0,18,25,2024-10-26 15:08:03.316503
stat_00001144,shelter_0004,2024-10-26 15:09:03.316503,116,0.397,2,0,347,118,0,10,5,2024-10-27 15:08:03.316503
stat_00001145,shelter_0004,2024-10-27 15:09:03.316503,124,0.425,8,0,373,138,0,7,30,2024-10-28 15:08:03.316503
stat_00001146,shelter_0004,2024-10-28 15:09:03.316503,118,0.404,0,6,372,185,0,5,24,2024-10-29 15:08:03.316503
stat_00001147,shelter_0004,2024-10-29 15:09:03.316503,109,0.373,0,9,329,86,0,5,23,2024-10-30 15:08:03.316503
stat_00001148,shelter_0004,2024-10-30 15:09:03.316503,115,0.394,6,0,357,187,0,19,20,2024-10-31 15:08:03.316503
stat_00001149,shelter_0004,2024-10-31 15:09:03.316503,126,0.432,11,0,379,200,5,19,9,2024-11-01 15:08:03.316503
stat_00001150,shelter_0004,2024-11-01 15:09:03.316503,139,0.476,13,0,417,170,0,8,0,2024-11-02 15:08:03.316503
stat_00001151,shelter_0004,2024-11-02 15:09:03.316503,143,0.49,4,0,437,168,0,6,8,2024-11-03 15:08:03.316503
stat_00001152,shelter_0004,2024-11-03 15:09:03.316503,142,0.486,0,1,419,195,0,9,8,2024-11-04 15:08:03.316503
stat_00001153,shelter_0004,2024-11-04 15:09:03.316503,155,0.531,13,0,457,222,0,11,27,2024-11-05 15:08:03.316503
stat_00001154,shelter_0004,2024-11-05 15:09:03.316503,151,0.517,0,4,473,47,1,6,17,2024-11-06 15:08:03.316503
stat_00001155,shelter_0004,2024-11-06 15:09:03.316503,153,0.524,2,0,479,300,0,9,21,2024-11-07 15:08:03.316503
stat_00001156,shelter_0004,2024-11-07 15:09:03.316503,165,0.565,12,0,504,85,0,17,18,2024-11-08 15:08:03.316503
stat_00001157,shelter_0004,2024-11-08 15:09:03.316503,179,0.613,14,0,555,52,0,19,19,2024-11-09 15:08:03.316503
stat_00001158,shelter_0004,2024-11-09 15:09:03.316503,171,0.586,0,8,522,186,0,17,27,2024-11-10 15:08:03.316503
stat_00001159,shelter_0004,2024-11-10 15:09:03.316503,165,0.565,0,6,508,82,0,19,5,2024-11-11 15:08:03.316503
stat_00001160,shelter_0004,2024-11-11 15:09:03.316503,155,0.531,0,10,461,142,0,5,22,2024-11-12 15:08:03.316503
stat_00001161,shelter_0004,2024-11-12 15:09:03.316503,162,0.555,7,0,497,30,0,11,0,2024-11-13 15:08:03.316503
stat_00001162,shelter_0004,2024-11-13 15:09:03.316503,169,0.579,7,0,499,300,0,7,12,2024-11-14 15:08:03.316503
stat_00001163,shelter_0004,2024-11-14 15:09:03.316503,180,0.616,11,0,531,160,0,7,18,2024-11-15 15:08:03.316503
stat_00001164,shelter_0004,2024-11-15 15:09:03.316503,190,0.651,10,0,570,171,0,13,26,2024-11-16 15:08:03.316503
stat_00001165,shelter_0004,2024-11-16 15:09:03.316503,194,0.664,4,0,600,11,5,17,21,2024-11-17 15:08:03.316503
stat_00001166,shelter_0004,2024-11-17 15:09:03.316503,208,0.712,14,0,617,44,0,16,27,2024-11-18 15:08:03.316503
stat_00001167,shelter_0004,2024-11-18 15:09:03.316503,219,0.75,11,0,653,42,0,5,26,2024-11-19 15:08:03.316503
stat_00001168,shelter_0004,2024-11-19 15:09:03.316503,218,0.747,0,1,655,398,0,16,11,2024-11-20 15:08:03.316503
stat_00001169,shelter_0004,2024-11-20 15:09:03.316503,233,0.798,15,0,708,199,0,20,17,2024-11-21 15:08:03.316503
stat_00001170,shelter_0004,2024-11-21 15:09:03.316503,243,0.832,10,0,725,26,0,19,9,2024-11-22 15:08:03.316503
stat_00001171,shelter_0004,2024-11-22 15:09:03.316503,237,0.812,0,6,731,195,0,8,25,2024-11-23 15:08:03.316503
stat_00001172,shelter_0004,2024-11-23 15:09:03.316503,243,0.832,6,0,721,362,2,16,2,2024-11-24 15:08:03.316503
stat_00001173,shelter_0004,2024-11-24 15:09:03.316503,235,0.805,0,8,701,10,0,20,17,2024-11-25 15:08:03.316503
stat_00001174,shelter_0004,2024-11-25 15:09:03.316503,227,0.777,0,8,684,418,0,14,19,2024-11-26 15:08:03.316503
stat_00001175,shelter_0004,2024-11-26 15:09:03.316503,224,0.767,0,3,688,316,0,19,16,2024-11-27 15:08:03.316503
stat_00001176,shelter_0004,2024-11-27 15:09:03.316503,219,0.75,0,5,660,56,2,9,10,2024-11-28 15:08:03.316503
stat_00001177,shelter_0004,2024-11-28 15:09:03.316503,227,0.777,8,0,683,209,0,17,3,2024-11-29 15:08:03.316503
stat_00001178,shelter_0004,2024-11-29 15:09:03.316503,242,0.829,15,0,746,273,0,6,5,2024-11-30 15:08:03.316503
stat_00001179,shelter_0004,2024-11-30 15:09:03.316503,249,0.853,7,0,754,261,1,13,3,2024-12-01 15:08:03.316503
stat_00001180,shelter_0004,2024-12-01 15:09:03.316503,263,0.901,14,0,789,302,0,17,20,2024-12-02 15:08:03.316503
stat_00001181,shelter_0004,2024-12-02 15:09:03.316503,256,0.877,0,7,770,313,0,6,7,2024-12-03 15:08:03.316503
stat_00001182,shelter_0004,2024-12-03 15:09:03.316503,255,0.873,0,1,756,263,0,6,21,2024-12-04 15:08:03.316503
stat_00001183,shelter_0004,2024-12-04 15:09:03.316503,259,0.887,4,0,772,18,2,6,10,2024-12-05 15:08:03.316503
stat_00001184,shelter_0004,2024-12-05 15:09:03.316503,272,0.932,13,0,816,230,0,12,4,2024-12-06 15:08:03.316503
stat_00001185,shelter_0004,2024-12-06 15:09:03.316503,264,0.904,0,8,786,375,0,5,13,2024-12-07 15:08:03.316503
stat_00001186,shelter_0004,2024-12-07 15:09:03.316503,254,0.87,0,10,761,466,0,19,11,2024-12-08 15:08:03.316503
stat_00001187,shelter_0004,2024-12-08 15:09:03.316503,258,0.884,4,0,769,237,0,9,12,2024-12-09 15:08:03.316503
stat_00001188,shelter_0004,2024-12-09 15:09:03.316503,292,1.0,6,0,879,384,0,8,27,2024-12-10 15:08:03.316503
stat_00001189,shelter_0004,2024-12-10 15:09:03.316503,292,1.0,12,0,883,250,0,10,20,2024-12-11 15:08:03.316503
stat_00001190,shelter_0004,2024-12-11 15:09:03.316503,286,0.979,0,6,878,550,4,13,19,2024-12-12 15:08:03.316503
stat_00001191,shelter_0004,2024-12-12 15:09:03.316503,281,0.962,0,5,852,84,0,5,15,2024-12-13 15:08:03.316503
stat_00001192,shelter_0004,2024-12-13 15:09:03.316503,271,0.928,0,10,830,269,5,15,29,2024-12-14 15:08:03.316503
stat_00001193,shelter_0004,2024-12-14 15:09:03.316503,263,0.901,0,8,802,314,0,7,22,2024-12-15 15:08:03.316503
stat_00001194,shelter_0004,2024-12-15 15:09:03.316503,264,0.904,1,0,792,389,0,8,6,2024-12-16 15:08:03.316503
stat_00001195,shelter_0004,2024-12-16 15:09:03.316503,257,0.88,0,7,771,482,0,5,2,2024-12-17 15:08:03.316503
stat_00001196,shelter_0004,2024-12-17 15:09:03.316503,248,0.849,0,9,746,81,0,19,11,2024-12-18 15:08:03.316503
stat_00001197,shelter_0004,2024-12-18 15:09:03.316503,260,0.89,12,0,784,350,0,7,0,2024-12-19 15:08:03.316503
stat_00001198,shelter_0004,2024-12-19 15:09:03.316503,253,0.866,0,7,768,490,0,17,1,2024-12-20 15:08:03.316503
stat_00001199,shelter_0004,2024-12-20 15:09:03.316503,243,0.832,0,10,745,417,0,8,6,2024-12-21 15:08:03.316503
stat_00001200,shelter_0004,2024-12-21 15:09:03.316503,253,0.866,10,0,772,9,0,17,30,2024-12-22 15:08:03.316503
stat_00001201,shelter_0004,2024-12-22 15:09:03.316503,246,0.842,0,7,757,25,0,6,13,2024-12-23 15:08:03.316503
stat_00001202,shelter_0004,2024-12-23 15:09:03.316503,249,0.853,3,0,757,357,0,5,10,2024-12-24 15:08:03.316503
stat_00001203,shelter_0004,2024-12-24 15:09:03.316503,242,0.829,0,7,746,77,0,11,30,2024-12-25 15:08:03.316503
stat_00001204,shelter_0004,2024-12-25 15:09:03.316503,244,0.836,2,0,742,266,0,15,13,2024-12-26 15:08:03.316503
stat_00001205,shelter_0004,2024-12-26 15:09:03.316503,249,0.853,5,0,764,85,0,17,14,2024-12-27 15:08:03.316503
stat_00001206,shelter_0004,2024-12-27 15:09:03.316503,259,0.887,10,0,792,463,0,19,28,2024-12-28 15:08:03.316503
stat_00001207,shelter_0004,2024-12-28 15:09:03.316503,270,0.925,11,0,805,496,0,7,18,2024-12-29 15:08:03.316503
stat_00001208,shelter_0004,2024-12-29 15:09:03.316503,262,0.897,0,8,778,57,0,6,13,2024-12-30 15:08:03.316503
stat_00001209,shelter_0004,2024-12-30 15:09:03.316503,262,0.897,0,0,798,35,0,5,4,2024-12-31 15:08:03.316503
stat_00001210,shelter_0004,2024-12-31 15:09:03.316503,271,0.928,9,0,826,133,0,5,11,2025-01-01 15:08:03.316503
stat_00001211,shelter_0004,2025-01-01 15:09:03.316503,263,0.901,0,8,790,408,2,14,1,2025-01-02 15:08:03.316503
stat_00001212,shelter_0004,2025-01-02 15:09:03.316503,275,0.942,12,0,836,264,0,17,28,2025-01-03 15:08:03.316503
stat_00001213,shelter_0004,2025-01-03 15:09:03.316503,274,0.938,0,1,822,188,0,10,19,2025-01-04 15:08:03.316503
stat_00001214,shelter_0004,2025-01-04 15:09:03.316503,277,0.949,3,0,841,32,0,19,3,2025-01-05 15:08:03.316503
stat_00001215,shelter_0004,2025-01-05 15:09:03.316503,291,0.997,14,0,892,260,0,11,22,2025-01-06 15:08:03.316503
stat_00001216,shelter_0004,2025-01-06 15:09:03.316503,286,0.979,0,5,849,572,0,12,9,2025-01-07 15:08:03.316503
stat_00001217,shelter_0004,2025-01-07 15:09:03.316503,277,0.949,0,9,829,289,0,5,20,2025-01-08 15:08:03.316503
stat_00001218,shelter_0004,2025-01-08 15:09:03.316503,291,0.997,14,0,868,127,0,8,11,2025-01-09 15:08:03.316503
stat_00001219,shelter_0004,2025-01-09 15:09:03.316503,281,0.962,0,10,850,353,0,17,14,2025-01-10 15:08:03.316503
stat_00001220,shelter_0004,2025-01-10 15:09:03.316503,283,0.969,2,0,853,244,0,12,13,2025-01-11 15:08:03.316503
stat_00001221,shelter_0004,2025-01-11 15:09:03.316503,273,0.935,0,10,834,107,0,8,12,2025-01-12 15:08:03.316503
stat_00001222,shelter_0004,2025-01-12 15:09:03.316503,285,0.976,12,0,853,233,0,6,28,2025-01-13 15:08:03.316503
stat_00001223,shelter_0004,2025-01-13 15:09:03.316503,292,1.0,10,0,876,397,0,16,13,2025-01-14 15:08:03.316503
stat_00001224,shelter_0004,2025-01-14 15:09:03.316503,283,0.969,0,9,866,472,0,7,12,2025-01-15 15:08:03.316503
stat_00001225,shelter_0004,2025-01-15 15:09:03.316503,289,0.99,6,0,871,59,0,5,13,2025-01-16 15:08:03.316503
stat_00001226,shelter_0004,2025-01-16 15:09:03.316503,292,1.0,3,0,895,362,0,7,9,2025-01-17 15:08:03.316503
stat_00001227,shelter_0004,2025-01-17 15:09:03.316503,292,1.0,5,0,895,150,0,18,5,2025-01-18 15:08:03.316503
stat_00001228,shelter_0004,2025-01-18 15:09:03.316503,292,1.0,12,0,882,18,1,20,14,2025-01-19 15:08:03.316503
stat_00001229,shelter_0004,2025-01-19 15:09:03.316503,291,0.997,0,1,880,137,0,15,21,2025-01-20 15:08:03.316503
stat_00001230,shelter_0004,2025-01-20 15:09:03.316503,292,1.0,9,0,869,60,0,15,14,2025-01-21 15:08:03.316503
stat_00001231,shelter_0004,2025-01-21 15:09:03.316503,291,0.997,0,1,884,403,2,6,1,2025-01-22 15:08:03.316503
stat_00001232,shelter_0004,2025-01-22 15:09:03.316503,282,0.966,0,9,866,331,0,11,26,2025-01-23 15:08:03.316503
stat_00001233,shelter_0004,2025-01-23 15:09:03.316503,292,1.0,0,8,881,453,0,17,27,2025-01-24 15:08:03.316503
stat_00001234,shelter_0004,2025-01-24 15:09:03.316503,292,1.0,10,0,892,457,0,5,26,2025-01-25 15:08:03.316503
stat_00001235,shelter_0004,2025-01-25 15:09:03.316503,292,1.0,11,0,874,12,0,14,2,2025-01-26 15:08:03.316503
stat_00001236,shelter_0004,2025-01-26 15:09:03.316503,292,1.0,12,0,887,353,4,17,8,2025-01-27 15:08:03.316503
stat_00001237,shelter_0004,2025-01-27 15:09:03.316503,292,1.0,10,0,885,287,0,13,12,2025-01-28 15:08:03.316503
stat_00001238,shelter_0004,2025-01-28 15:09:03.316503,283,0.969,0,9,860,393,0,18,3,2025-01-29 15:08:03.316503
stat_00001239,shelter_0004,2025-01-29 15:09:03.316503,281,0.962,0,2,857,204,0,6,8,2025-01-30 15:08:03.316503
stat_00001240,shelter_0004,2025-01-30 15:09:03.316503,282,0.966,1,0,858,198,0,18,19,2025-01-31 15:08:03.316503
stat_00001241,shelter_0004,2025-01-31 15:09:03.316503,281,0.962,0,1,863,38,0,5,4,2025-02-01 15:08:03.316503
stat_00001242,shelter_0004,2025-02-01 15:09:03.316503,292,1.0,13,0,871,118,0,18,1,2025-02-02 15:08:03.316503
stat_00001243,shelter_0004,2025-02-02 15:09:03.316503,292,1.0,14,0,882,339,0,11,1,2025-02-03 15:08:03.316503
stat_00001244,shelter_0004,2025-02-03 15:09:03.316503,282,0.966,0,10,840,159,0,11,27,2025-02-04 15:08:03.316503
stat_00001245,shelter_0004,2025-02-04 15:09:03.316503,292,1.0,12,0,884,267,0,9,1,2025-02-05 15:08:03.316503
stat_00001246,shelter_0004,2025-02-05 15:09:03.316503,292,1.0,1,0,866,519,0,9,5,2025-02-06 15:08:03.316503
stat_00001247,shelter_0004,2025-02-06 15:09:03.316503,285,0.976,0,7,869,464,0,10,19,2025-02-07 15:08:03.316503
stat_00001248,shelter_0004,2025-02-07 15:09:03.316503,292,1.0,8,0,881,328,0,7,21,2025-02-08 15:08:03.316503
stat_00001249,shelter_0004,2025-02-08 15:09:03.316503,284,0.973,0,8,849,248,0,11,0,2025-02-09 15:08:03.316503
stat_00001250,shelter_0004,2025-02-09 15:09:03.316503,292,1.0,13,0,885,112,0,12,4,2025-02-10 15:08:03.316503
stat_00001251,shelter_0004,2025-02-10 15:09:03.316503,287,0.983,0,5,871,218,0,7,11,2025-02-11 15:08:03.316503
stat_00001252,shelter_0004,2025-02-11 15:09:03.316503,281,0.962,0,6,840,207,0,6,26,2025-02-12 15:08:03.316503
stat_00001253,shelter_0004,2025-02-12 15:09:03.316503,277,0.949,0,4,838,459,0,8,21,2025-02-13 15:08:03.316503
stat_00001254,shelter_0004,2025-02-13 15:09:03.316503,291,0.997,14,0,883,575,0,13,4,2025-02-14 15:08:03.316503
stat_00001255,shelter_0004,2025-02-14 15:09:03.316503,292,1.0,13,0,867,256,0,5,23,2025-02-15 15:08:03.316503
stat_00001256,shelter_0004,2025-02-15 15:09:03.316503,292,1.0,13,0,868,259,0,14,15,2025-02-16 15:08:03.316503
stat_00001257,shelter_0004,2025-02-16 15:09:03.316503,292,1.0,6,0,866,69,0,10,4,2025-02-17 15:08:03.316503
stat_00001258,shelter_0004,2025-02-17 15:09:03.316503,289,0.99,0,3,865,528,0,20,4,2025-02-18 15:08:03.316503
stat_00001259,shelter_0004,2025-02-18 15:09:03.316503,292,1.0,8,0,889,169,0,7,21,2025-02-19 15:08:03.316503
stat_00001260,shelter_0004,2025-02-19 15:09:03.316503,292,1.0,9,0,887,416,0,7,20,2025-02-20 15:08:03.316503
stat_00001261,shelter_0004,2025-02-20 15:09:03.316503,292,1.0,4,0,882,458,0,7,0,2025-02-21 15:08:03.316503
stat_00001262,shelter_0004,2025-02-21 15:09:03.316503,291,0.997,0,1,867,126,0,8,22,2025-02-22 15:08:03.316503
stat_00001263,shelter_0004,2025-02-22 15:09:03.316503,292,1.0,8,0,885,260,0,16,12,2025-02-23 15:08:03.316503
stat_00001264,shelter_0004,2025-02-23 15:09:03.316503,292,1.0,13,0,892,385,0,14,1,2025-02-24 15:08:03.316503
stat_00001265,shelter_0004,2025-02-24 15:09:03.316503,285,0.976,0,7,857,357,0,8,1,2025-02-25 15:08:03.316503
stat_00001266,shelter_0004,2025-02-25 15:09:03.316503,278,0.952,0,7,853,192,0,11,22,2025-02-26 15:08:03.316503
stat_00001267,shelter_0004,2025-02-26 15:09:03.316503,282,0.966,4,0,838,3,0,19,11,2025-02-27 15:08:03.316503
stat_00001268,shelter_0004,2025-02-27 15:09:03.316503,277,0.949,0,5,824,372,2,15,9,2025-02-28 15:08:03.316503
stat_00001269,shelter_0004,2025-02-28 15:09:03.316503,280,0.959,3,0,851,243,0,11,26,2025-03-01 15:08:03.316503
stat_00001270,shelter_0004,2025-03-01 15:09:03.316503,286,0.979,6,0,858,358,0,11,29,2025-03-02 15:08:03.316503
stat_00001271,shelter_0004,2025-03-02 15:09:03.316503,281,0.962,0,5,863,343,0,6,20,2025-03-03 15:08:03.316503
stat_00001272,shelter_0004,2025-03-03 15:09:03.316503,287,0.983,6,0,879,296,0,10,0,2025-03-04 15:08:03.316503
stat_00001273,shelter_0004,2025-03-04 15:09:03.316503,292,1.0,9,0,884,75,0,15,15,2025-03-05 15:08:03.316503
stat_00001274,shelter_0004,2025-03-05 15:09:03.316503,282,0.966,0,10,838,7,0,19,30,2025-03-06 15:08:03.316503
stat_00001275,shelter_0004,2025-03-06 15:09:03.316503,286,0.979,4,0,860,197,0,14,4,2025-03-07 15:08:03.316503
stat_00001276,shelter_0004,2025-03-07 15:09:03.316503,280,0.959,0,6,830,328,0,11,1,2025-03-08 15:08:03.316503
stat_00001277,shelter_0004,2025-03-08 15:09:03.316503,283,0.969,3,0,868,239,0,7,16,2025-03-09 15:08:03.316503
stat_00001278,shelter_0004,2025-03-09 15:09:03.316503,292,1.0,11,0,893,238,0,15,23,2025-03-10 15:08:03.316503
stat_00001279,shelter_0004,2025-03-10 15:09:03.316503,292,1.0,6,0,872,142,0,17,26,2025-03-11 15:08:03.316503
stat_00001280,shelter_0004,2025-03-11 15:09:03.316503,292,1.0,11,0,896,95,2,16,21,2025-03-12 15:08:03.316503
stat_00001281,shelter_0004,2025-03-12 15:09:03.316503,283,0.969,0,9,854,13,0,18,28,2025-03-13 15:08:03.316503
stat_00001282,shelter_0004,2025-03-13 15:09:03.316503,292,1.0,10,0,867,509,0,17,14,2025-03-14 15:08:03.316503
stat_00001283,shelter_0004,2025-03-14 15:09:03.316503,292,1.0,12,0,878,540,0,8,20,2025-03-15 15:08:03.316503
stat_00001284,shelter_0004,2025-03-15 15:09:03.316503,292,1.0,5,0,896,75,0,10,28,2025-03-16 15:08:03.316503
stat_00001285,shelter_0004,2025-03-16 15:09:03.316503,284,0.973,0,8,867,137,0,6,17,2025-03-17 15:08:03.316503
stat_00001286,shelter_0004,2025-03-17 15:09:03.316503,287,0.983,3,0,867,157,0,11,6,2025-03-18 15:08:03.316503
stat_00001287,shelter_0004,2025-03-18 15:09:03.316503,279,0.955,0,8,832,527,0,11,10,2025-03-19 15:08:03.316503
stat_00001288,shelter_0004,2025-03-19 15:09:03.316503,280,0.959,1,0,860,157,0,18,18,2025-03-20 15:08:03.316503
stat_00001289,shelter_0004,2025-03-20 15:09:03.316503,290,0.993,10,0,878,272,0,9,25,2025-03-21 15:08:03.316503
stat_00001290,shelter_0004,2025-03-21 15:09:03.316503,292,1.0,6,0,884,20,0,17,27,2025-03-22 15:08:03.316503
stat_00001291,shelter_0004,2025-03-22 15:09:03.316503,287,0.983,0,5,869,538,0,18,4,2025-03-23 15:08:03.316503
stat_00001292,shelter_0004,2025-03-23 15:09:03.316503,292,1.0,6,0,875,105,0,18,2,2025-03-24 15:08:03.316503
stat_00001293,shelter_0004,2025-03-24 15:09:03.316503,292,1.0,7,0,880,447,0,7,7,2025-03-25 15:08:03.316503
stat_00001294,shelter_0004,2025-03-25 15:09:03.316503,292,1.0,10,0,889,0,0,12,0,2025-03-26 15:08:03.316503
stat_00001295,shelter_0004,2025-03-26 15:09:03.316503,292,1.0,10,0,866,40,0,17,10,2025-03-27 15:08:03.316503
stat_00001296,shelter_0004,2025-03-27 15:09:03.316503,289,0.99,0,3,862,425,0,9,9,2025-03-28 15:08:03.316503
stat_00001297,shelter_0004,2025-03-28 15:09:03.316503,287,0.983,0,2,852,421,0,19,17,2025-03-29 15:08:03.316503
stat_00001298,shelter_0004,2025-03-29 15:09:03.316503,284,0.973,0,3,870,352,0,16,7,2025-03-30 15:08:03.316503
stat_00001299,shelter_0004,2025-03-30 15:09:03.316503,292,1.0,15,0,886,104,0,17,23,2025-03-31 15:08:03.316503
stat_00001300,shelter_0004,2025-03-31 15:09:03.316503,289,0.99,0,3,881,512,0,16,10,2025-04-01 15:08:03.316503
stat_00001301,shelter_0004,2025-04-01 15:09:03.316503,292,1.0,3,0,873,183,0,14,2,2025-04-02 15:08:03.316503
stat_00001302,shelter_0004,2025-04-02 15:09:03.316503,292,1.0,6,0,891,85,0,9,11,2025-04-03 15:08:03.316503
stat_00001303,shelter_0004,2025-04-03 15:09:03.316503,292,1.0,3,0,884,389,0,17,22,2025-04-04 15:08:03.316503
stat_00001304,shelter_0004,2025-04-04 15:09:03.316503,285,0.976,0,7,872,510,0,9,17,2025-04-05 15:08:03.316503
stat_00001305,shelter_0004,2025-04-05 15:09:03.316503,288,0.986,3,0,882,225,0,15,16,2025-04-06 15:08:03.316503
stat_00001306,shelter_0004,2025-04-06 15:09:03.316503,280,0.959,0,8,850,469,0,9,6,2025-04-07 15:08:03.316503
stat_00001307,shelter_0004,2025-04-07 15:09:03.316503,271,0.928,0,9,821,7,0,19,15,2025-04-08 15:08:03.316503
stat_00001308,shelter_0004,2025-04-08 15:09:03.316503,271,0.928,0,0,817,443,0,11,16,2025-04-09 15:08:03.316503
stat_00001309,shelter_0004,2025-04-09 15:09:03.316503,267,0.914,0,4,805,118,0,9,5,2025-04-10 15:08:03.316503
stat_00001310,shelter_0004,2025-04-10 15:09:03.316503,271,0.928,4,0,815,249,0,5,23,2025-04-11 15:08:03.316503
stat_00001311,shelter_0004,2025-04-11 15:09:03.316503,276,0.945,5,0,839,188,0,18,13,2025-04-12 15:08:03.316503
stat_00001312,shelter_0004,2025-04-12 15:09:03.316503,291,0.997,15,0,867,371,0,17,9,2025-04-13 15:08:03.316503
stat_00001313,shelter_0004,2025-04-13 15:09:03.316503,283,0.969,0,8,854,484,0,9,20,2025-04-14 15:08:03.316503
stat_00001314,shelter_0004,2025-04-14 15:09:03.316503,292,1.0,11,0,893,64,0,18,7,2025-04-15 15:08:03.316503
stat_00001315,shelter_0004,2025-04-15 15:09:03.316503,288,0.986,0,4,861,544,0,20,3,2025-04-16 15:08:03.316503
stat_00001316,shelter_0004,2025-04-16 15:09:03.316503,290,0.993,2,0,867,579,0,10,12,2025-04-17 15:08:03.316503
stat_00001317,shelter_0004,2025-04-17 15:09:03.316503,283,0.969,0,7,849,100,0,14,0,2025-04-18 15:08:03.316503
stat_00001318,shelter_0004,2025-04-18 15:09:03.316503,288,0.986,5,0,873,36,0,12,13,2025-04-19 15:08:03.316503
stat_00001319,shelter_0004,2025-04-19 15:09:03.316503,292,1.0,6,0,896,406,0,12,30,2025-04-20 15:08:03.316503
stat_00001320,shelter_0004,2025-04-20 15:09:03.316503,292,1.0,5,0,892,198,0,16,24,2025-04-21 15:08:03.316503
stat_00001321,shelter_0004,2025-04-21 15:09:03.316503,291,0.997,0,1,886,199,0,8,27,2025-04-22 15:08:03.316503
stat_00001322,shelter_0004,2025-04-22 15:09:03.316503,292,1.0,4,0,874,304,0,10,20,2025-04-23 15:08:03.316503
stat_00001323,shelter_0004,2025-04-23 15:09:03.316503,292,1.0,4,0,894,39,0,10,19,2025-04-24 15:08:03.316503
stat_00001324,shelter_0004,2025-04-24 15:09:03.316503,292,1.0,4,0,872,342,0,11,23,2025-04-25 15:08:03.316503
