inventory_id,shelter_id,item_id,current_quantity,minimum_threshold,maximum_capacity,last_updated,expiry_date
inv_000092,shelter_0005,item_00194,67,29,1074,2025-08-31 22:24:50,
inv_000093,shelter_0005,item_00016,860,13,1194,2025-09-05 07:06:33,
inv_000094,shelter_0005,item_00138,384,90,1594,2025-08-30 08:02:06,
inv_000095,shelter_0005,item_00159,862,31,1669,2025-09-03 16:18:09,2026-08-14 15:09:03.452259
inv_000096,shelter_0005,item_00079,398,33,1718,2025-08-10 16:00:56,
inv_000097,shelter_0005,item_00032,119,49,1944,2025-09-01 20:10:56,
inv_000098,shelter_0005,item_00027,878,50,1953,2025-08-11 13:26:29,
inv_000099,shelter_0005,item_00030,32,44,1347,2025-08-22 22:36:49,
inv_000100,shelter_0005,item_00134,88,73,986,2025-08-18 09:37:05,
inv_000101,shelter_0005,item_00071,380,67,1119,2025-08-20 21:44:26,
inv_000102,shelter_0005,item_00074,221,77,1119,2025-08-26 17:35:19,
inv_000103,shelter_0005,item_00120,179,24,1266,2025-08-31 19:08:16,
inv_000104,shelter_0005,item_00175,803,14,913,2025-08-20 20:16:04,
inv_000105,shelter_0005,item_00137,935,21,1408,2025-08-13 11:16:40,
inv_000106,shelter_0005,item_00152,518,13,1488,2025-09-03 22:14:05,
inv_000107,shelter_0005,item_00029,926,74,815,2025-09-08 10:44:27,
inv_000108,shelter_0005,item_00060,194,53,1490,2025-09-07 20:37:50,
inv_000109,shelter_0005,item_00118,750,77,1135,2025-08-27 10:59:17,
inv_000110,shelter_0005,item_00035,794,51,793,2025-09-06 17:31:01,
inv_000111,shelter_0005,item_00139,787,22,1557,2025-08-21 01:15:14,
inv_000112,shelter_0005,item_00097,692,26,920,2025-08-13 01:36:41,
inv_000113,shelter_0005,item_00102,741,14,1440,2025-08-13 13:06:26,
inv_000114,shelter_0005,item_00124,396,76,737,2025-08-30 07:55:16,
inv_000115,shelter_0005,item_00168,4,49,590,2025-09-06 17:15:57,
inv_000116,shelter_0005,item_00167,703,86,678,2025-09-07 10:14:41,
inv_000117,shelter_0006,item_00075,478,15,711,2025-08-18 17:07:20,
inv_000118,shelter_0006,item_00159,533,94,1139,2025-08-13 13:22:37,2025-10-19 15:09:03.454004
inv_000119,shelter_0006,item_00113,591,49,1808,2025-08-18 21:52:44,
inv_000120,shelter_0006,item_00088,913,36,1157,2025-08-25 02:31:11,2026-01-18 15:09:03.454082
inv_000121,shelter_0006,item_00108,197,46,1066,2025-08-21 17:46:37,
inv_000122,shelter_0006,item_00093,545,50,1403,2025-08-24 19:11:41,
inv_000123,shelter_0006,item_00105,687,25,1058,2025-09-01 07:55:12,
inv_000124,shelter_0006,item_00101,152,30,1060,2025-08-12 09:35:37,
inv_000125,shelter_0006,item_00156,117,11,1775,2025-08-26 10:28:51,
inv_000126,shelter_0006,item_00004,573,75,709,2025-08-09 23:06:57,2026-01-21 15:09:03.454297
inv_000127,shelter_0006,item_00003,555,54,1625,2025-09-01 09:54:18,2026-03-20 15:09:03.454331
inv_000128,shelter_0006,item_00112,277,28,1942,2025-08-09 18:59:29,2026-03-02 15:09:03.454365
inv_000129,shelter_0006,item_00045,587,41,850,2025-09-02 16:35:16,
inv_000130,shelter_0006,item_00172,72,49,1755,2025-09-01 21:47:33,
inv_000131,shelter_0006,item_00120,913,53,1607,2025-08-27 20:00:23,
inv_000132,shelter_0006,item_00056,454,16,766,2025-08-09 22:17:33,
inv_000133,shelter_0006,item_00065,29,70,1883,2025-09-05 17:57:18,
inv_000134,shelter_0006,item_00080,51,23,1285,2025-09-05 09:47:11,
inv_000135,shelter_0006,item_00186,55,21,1373,2025-08-24 01:48:06,
inv_000136,shelter_0006,item_00195,401,32,1943,2025-09-06 02:59:15,
inv_000137,shelter_0007,item_00013,912,85,1789,2025-08-23 08:20:54,
inv_000138,shelter_0007,item_00061,856,98,1932,2025-09-06 16:24:59,
inv_000139,shelter_0007,item_00127,456,88,1228,2025-09-08 05:10:42,
inv_000140,shelter_0007,item_00185,319,52,905,2025-09-08 08:07:52,
inv_000141,shelter_0007,item_00104,730,95,1592,2025-08-29 00:36:02,
inv_000142,shelter_0007,item_00195,80,69,1662,2025-08-19 05:37:39,
inv_000143,shelter_0007,item_00079,134,21,1930,2025-08-26 10:51:22,
inv_000144,shelter_0007,item_00122,479,22,1433,2025-08-31 18:30:33,
inv_000145,shelter_0007,item_00113,317,97,1819,2025-08-27 23:25:06,
inv_000146,shelter_0007,item_00044,727,69,1463,2025-09-03 03:00:57,
inv_000147,shelter_0007,item_00123,237,38,794,2025-08-29 19:59:56,
inv_000148,shelter_0007,item_00171,881,88,1028,2025-08-29 18:11:55,
inv_000149,shelter_0007,item_00132,934,56,1302,2025-08-15 17:04:21,
inv_000150,shelter_0007,item_00094,187,99,1862,2025-08-13 01:30:49,
inv_000151,shelter_0007,item_00095,338,51,1428,2025-08-21 04:04:05,
inv_000152,shelter_0007,item_00166,499,13,633,2025-09-05 04:15:31,
inv_000153,shelter_0007,item_00063,486,24,1219,2025-08-10 04:31:53,
inv_000154,shelter_0007,item_00181,490,69,849,2025-08-25 10:13:00,
inv_000155,shelter_0007,item_00175,289,54,1737,2025-09-06 17:30:10,
inv_000156,shelter_0007,item_00016,588,26,1540,2025-08-27 00:43:14,
inv_000157,shelter_0007,item_00068,105,61,1962,2025-08-13 04:09:16,2025-12-01 15:09:03.455633
inv_000158,shelter_0007,item_00015,333,81,1830,2025-09-08 06:53:10,
inv_000159,shelter_0007,item_00049,72,48,1591,2025-08-22 02:48:58,
inv_000160,shelter_0007,item_00023,472,61,1709,2025-09-05 10:47:45,
inv_000161,shelter_0007,item_00177,423,40,1771,2025-08-23 04:45:40,
inv_000162,shelter_0007,item_00028,249,80,825,2025-08-27 01:24:39,
inv_000163,shelter_0007,item_00152,997,71,1286,2025-08-23 02:55:56,
inv_000164,shelter_0007,item_00167,67,53,926,2025-08-17 22:44:49,
inv_000165,shelter_0007,item_00183,833,98,1710,2025-08-17 12:55:25,
inv_000166,shelter_0008,item_00012,803,65,1661,2025-08-27 15:08:57,
inv_000167,shelter_0008,item_00030,806,53,1615,2025-09-06 22:02:39,
inv_000168,shelter_0008,item_00102,710,40,854,2025-08-25 18:54:13,
inv_000169,shelter_0008,item_00044,678,95,659,2025-08-25 23:22:22,
inv_000170,shelter_0008,item_00091,757,83,1496,2025-08-14 12:36:59,
inv_000171,shelter_0008,item_00002,117,85,1720,2025-08-19 03:40:32,2026-06-02 15:09:03.456375
inv_000172,shelter_0008,item_00031,333,81,699,2025-08-18 19:16:05,
inv_000173,shelter_0008,item_00128,841,66,860,2025-08-11 07:25:35,
inv_000174,shelter_0008,item_00095,315,61,642,2025-08-25 12:36:23,
inv_000175,shelter_0008,item_00190,612,23,1903,2025-09-08 08:34:16,
inv_000176,shelter_0008,item_00156,833,86,1276,2025-08-12 21:35:07,
inv_000177,shelter_0008,item_00114,335,73,1820,2025-08-26 16:07:02,
inv_000178,shelter_0008,item_00189,676,17,685,2025-08-23 21:51:17,
inv_000179,shelter_0008,item_00022,222,27,1689,2025-08-14 07:18:37,
inv_000180,shelter_0008,item_00023,924,91,500,2025-09-06 21:02:16,
inv_000181,shelter_0008,item_00089,775,28,1853,2025-08-29 16:52:44,
inv_000182,shelter_0008,item_00158,152,67,1588,2025-08-19 17:41:07,
inv_000183,shelter_0008,item_00188,298,59,1760,2025-08-26 20:02:30,
inv_000184,shelter_0008,item_00036,591,67,900,2025-08-14 23:00:00,
inv_000185,shelter_0008,item_00112,210,97,1148,2025-08-14 11:04:45,2026-03-10 15:09:03.456925
inv_000186,shelter_0008,item_00143,583,96,1123,2025-08-10 21:20:16,
inv_000187,shelter_0008,item_00021,940,65,1970,2025-09-07 14:17:55,
inv_000188,shelter_0008,item_00080,937,54,682,2025-08-29 13:40:31,
inv_000189,shelter_0009,item_00056,8,88,1545,2025-09-02 19:13:40,
inv_000190,shelter_0009,item_00142,413,26,1102,2025-08-24 14:43:19,
inv_000191,shelter_0009,item_00095,63,57,1624,2025-08-26 06:20:15,
inv_000192,shelter_0009,item_00005,991,16,501,2025-08-14 20:06:41,2026-07-21 15:09:03.457686
inv_000193,shelter_0009,item_00073,840,55,724,2025-08-20 19:34:39,
inv_000194,shelter_0009,item_00103,881,46,563,2025-08-30 10:50:29,
inv_000195,shelter_0009,item_00149,240,65,1938,2025-08-20 18:23:45,
inv_000196,shelter_0009,item_00152,604,60,1780,2025-08-29 03:24:05,
inv_000197,shelter_0009,item_00179,325,58,1331,2025-08-26 21:19:01,
inv_000198,shelter_0009,item_00123,390,65,1616,2025-09-08 00:30:00,
inv_000199,shelter_0009,item_00031,216,94,855,2025-08-10 02:35:16,
inv_000200,shelter_0009,item_00189,486,27,885,2025-08-25 21:39:27,
inv_000201,shelter_0009,item_00128,568,59,1237,2025-08-11 02:36:51,
inv_000202,shelter_0009,item_00114,860,63,815,2025-08-21 20:31:45,
inv_000203,shelter_0009,item_00146,295,95,757,2025-08-12 18:44:52,2025-12-15 15:09:03.458243
inv_000204,shelter_0009,item_00162,11,19,1827,2025-09-02 11:28:57,
inv_000205,shelter_0009,item_00019,16,28,1977,2025-08-21 03:41:05,
inv_000206,shelter_0009,item_00133,906,72,1847,2025-09-02 17:45:49,
inv_000207,shelter_0009,item_00083,447,27,673,2025-08-16 13:00:54,
inv_000208,shelter_0009,item_00131,140,92,1351,2025-08-16 11:02:22,
inv_000209,shelter_0009,item_00136,880,68,1924,2025-08-21 03:34:34,2026-08-13 15:09:03.458718
inv_000210,shelter_0009,item_00192,952,64,1776,2025-08-22 07:01:19,
inv_000211,shelter_0009,item_00086,184,68,1543,2025-08-16 03:37:52,2026-05-13 15:09:03.458890
inv_000212,shelter_0009,item_00129,565,67,1287,2025-08-30 00:15:50,
inv_000213,shelter_0009,item_00057,363,38,880,2025-09-02 06:23:20,2026-05-13 15:09:03.458979
inv_000214,shelter_0009,item_00023,619,10,1683,2025-09-03 00:24:20,
inv_000215,shelter_0009,item_00170,510,40,1958,2025-09-01 06:13:19,
inv_000216,shelter_0009,item_00187,513,44,1341,2025-08-11 13:12:58,
inv_000217,shelter_0010,item_00116,590,56,568,2025-08-19 06:40:43,
inv_000218,shelter_0010,item_00158,38,82,1489,2025-08-18 00:06:54,
inv_000219,shelter_0010,item_00193,721,57,731,2025-08-20 03:22:03,
inv_000220,shelter_0010,item_00168,594,71,1914,2025-09-05 02:06:47,
inv_000221,shelter_0010,item_00088,81,28,1995,2025-08-15 01:40:59,2026-07-04 15:09:03.459644
inv_000222,shelter_0010,item_00073,879,45,1452,2025-08-16 10:10:41,
inv_000223,shelter_0010,item_00159,529,20,1571,2025-09-03 16:16:52,2026-08-16 15:09:03.459720
inv_000224,shelter_0010,item_00179,90,41,1467,2025-08-13 12:33:55,
inv_000225,shelter_0010,item_00061,645,94,1869,2025-08-31 01:21:32,
inv_000226,shelter_0010,item_00052,79,97,1797,2025-08-12 16:42:02,
inv_000227,shelter_0010,item_00081,552,84,1139,2025-09-04 04:22:02,
inv_000228,shelter_0010,item_00007,627,16,1203,2025-09-06 07:29:06,
inv_000229,shelter_0010,item_00196,547,11,1460,2025-08-20 19:11:22,
inv_000230,shelter_0010,item_00192,464,75,1460,2025-08-26 18:46:50,
inv_000231,shelter_0010,item_00144,587,52,1362,2025-08-24 13:04:24,
inv_000232,shelter_0010,item_00019,361,47,1092,2025-08-31 03:25:24,
inv_000233,shelter_0010,item_00063,171,14,1923,2025-08-25 04:09:40,
inv_000234,shelter_0010,item_00046,945,86,1122,2025-08-16 09:07:48,
inv_000235,shelter_0010,item_00048,744,82,1033,2025-08-15 10:58:01,
inv_000236,shelter_0010,item_00145,62,90,1469,2025-08-13 01:24:46,
inv_000237,shelter_0010,item_00197,592,31,1673,2025-08-17 10:59:56,2025-11-03 15:09:03.460267
inv_000238,shelter_0010,item_00198,672,47,1778,2025-08-31 01:13:40,
inv_000239,shelter_0010,item_00027,27,46,1492,2025-08-25 00:41:06,
inv_000240,shelter_0010,item_00077,84,26,1535,2025-09-06 20:27:57,
inv_000241,shelter_0010,item_00092,78,45,1016,2025-08-30 04:06:41,
inv_000242,shelter_0010,item_00170,135,88,1075,2025-08-21 11:37:39,
inv_000243,shelter_0010,item_00133,281,42,529,2025-09-02 19:24:49,
inv_000244,shelter_0011,item_00055,618,32,1711,2025-08-20 04:30:25,
inv_000245,shelter_0011,item_00112,756,29,1849,2025-08-13 01:05:29,2026-05-24 15:09:03.460807
inv_000246,shelter_0011,item_00020,378,32,1035,2025-08-13 21:18:17,
inv_000247,shelter_0011,item_00032,801,99,983,2025-08-24 11:26:56,
inv_000248,shelter_0011,item_00138,496,33,1580,2025-09-08 01:34:16,
inv_000249,shelter_0011,item_00136,882,14,1202,2025-08-19 14:58:37,2025-11-20 15:09:03.462792
inv_000250,shelter_0011,item_00040,990,28,1719,2025-08-21 05:08:47,
inv_000251,shelter_0011,item_00170,956,29,1515,2025-08-14 17:39:55,
inv_000252,shelter_0011,item_00167,770,62,1284,2025-08-10 09:57:56,
inv_000253,shelter_0011,item_00081,243,94,1401,2025-09-04 14:30:59,
inv_000254,shelter_0011,item_00006,743,91,842,2025-09-03 02:12:01,2026-01-23 15:09:03.463681
inv_000255,shelter_0011,item_00100,591,54,611,2025-08-29 04:23:18,
inv_000256,shelter_0011,item_00094,657,43,737,2025-08-17 11:51:50,
inv_000257,shelter_0012,item_00087,171,69,1316,2025-08-21 07:37:50,
inv_000258,shelter_0012,item_00100,487,48,1475,2025-08-12 05:52:36,
inv_000259,shelter_0012,item_00103,764,78,978,2025-08-30 14:26:58,
inv_000260,shelter_0012,item_00155,388,97,1945,2025-08-25 20:40:21,2026-04-25 15:09:03.465138
inv_000261,shelter_0012,item_00094,485,43,797,2025-09-06 20:36:25,
inv_000262,shelter_0012,item_00135,543,65,524,2025-08-22 05:23:31,2026-03-04 15:09:03.465358
inv_000263,shelter_0012,item_00099,949,67,1282,2025-08-10 21:50:50,
inv_000264,shelter_0012,item_00017,694,50,1585,2025-08-10 22:19:05,
inv_000265,shelter_0012,item_00093,699,15,699,2025-08-21 00:48:05,
inv_000266,shelter_0012,item_00141,939,78,1805,2025-09-04 11:36:47,
inv_000267,shelter_0012,item_00153,362,65,1750,2025-08-14 06:26:42,
inv_000268,shelter_0013,item_00059,878,44,1186,2025-09-03 08:40:52,
inv_000269,shelter_0013,item_00033,276,44,701,2025-08-10 12:57:08,
inv_000270,shelter_0013,item_00190,261,93,1696,2025-08-21 10:47:44,
inv_000271,shelter_0013,item_00056,400,69,1882,2025-08-29 21:33:08,
inv_000272,shelter_0013,item_00004,767,40,1876,2025-08-24 02:09:35,2026-08-05 15:09:03.466880
inv_000273,shelter_0013,item_00132,788,34,1564,2025-09-05 04:37:01,
inv_000274,shelter_0013,item_00148,345,96,1913,2025-08-27 16:49:19,
inv_000275,shelter_0013,item_00171,184,50,1621,2025-08-14 03:07:49,
inv_000276,shelter_0013,item_00019,10,96,517,2025-08-11 10:45:54,
inv_000277,shelter_0013,item_00003,851,18,524,2025-08-11 19:02:05,2026-05-06 15:09:03.467314
inv_000278,shelter_0013,item_00144,100,77,712,2025-08-15 21:26:02,
inv_000279,shelter_0013,item_00123,701,67,1219,2025-08-12 22:03:10,
inv_000280,shelter_0013,item_00119,224,46,1015,2025-09-02 22:37:29,2026-01-14 15:09:03.467580
inv_000281,shelter_0013,item_00198,34,13,1768,2025-08-17 01:29:08,
inv_000282,shelter_0013,item_00006,94,17,1716,2025-08-24 09:58:44,2026-01-27 15:09:03.467747
inv_000283,shelter_0013,item_00027,973,86,1806,2025-08-13 07:28:02,
inv_000284,shelter_0013,item_00193,124,100,745,2025-08-21 21:42:56,
inv_000285,shelter_0013,item_00162,88,87,766,2025-08-10 18:48:17,
inv_000286,shelter_0013,item_00118,384,94,1826,2025-09-05 00:55:32,
inv_000287,shelter_0013,item_00054,579,33,727,2025-08-13 20:47:50,
inv_000288,shelter_0013,item_00095,712,33,1018,2025-08-31 08:48:18,
inv_000289,shelter_0013,item_00075,301,69,1852,2025-08-11 20:12:36,
inv_000290,shelter_0013,item_00172,958,19,1808,2025-08-16 04:06:22,
inv_000291,shelter_0013,item_00183,464,45,1374,2025-09-03 18:25:36,
inv_000292,shelter_0013,item_00037,708,95,1162,2025-08-22 08:09:32,
inv_000293,shelter_0013,item_00143,263,30,651,2025-08-30 03:34:53,
inv_000294,shelter_0013,item_00145,283,17,1283,2025-08-12 16:10:46,
inv_000295,shelter_0013,item_00111,397,52,623,2025-08-30 05:51:34,2026-02-17 15:09:03.468803
inv_000296,shelter_0013,item_00154,978,43,864,2025-09-05 08:07:31,
inv_000297,shelter_0013,item_00071,451,18,1507,2025-09-01 11:25:07,
inv_000298,shelter_0014,item_00183,624,60,865,2025-09-04 12:05:34,
inv_000299,shelter_0014,item_00079,660,72,722,2025-08-31 06:19:48,
inv_000300,shelter_0014,item_00113,147,79,1383,2025-08-18 22:20:04,
inv_000301,shelter_0014,item_00148,223,88,1817,2025-08-18 13:11:46,
inv_000302,shelter_0014,item_00059,108,66,1965,2025-08-12 17:59:06,
inv_000303,shelter_0014,item_00166,265,23,571,2025-08-23 07:10:44,
inv_000304,shelter_0014,item_00180,74,19,1670,2025-09-06 04:46:10,2026-02-13 15:09:03.470285
inv_000305,shelter_0014,item_00068,795,67,538,2025-09-08 01:52:13,2026-06-19 15:09:03.470326
inv_000306,shelter_0014,item_00034,152,93,1811,2025-09-06 11:50:31,
inv_000307,shelter_0014,item_00029,0,14,1861,2025-09-01 20:20:57,
inv_000308,shelter_0014,item_00187,399,44,810,2025-08-10 03:40:10,
inv_000309,shelter_0014,item_00023,716,52,1301,2025-08-19 19:22:51,
inv_000310,shelter_0014,item_00008,588,10,1555,2025-08-15 20:42:00,
inv_000311,shelter_0014,item_00002,724,72,1479,2025-08-10 15:09:05,2026-05-19 15:09:03.470639
inv_000312,shelter_0014,item_00154,413,18,1606,2025-08-23 05:29:45,
inv_000313,shelter_0014,item_00178,231,10,1287,2025-08-18 17:50:47,
inv_000314,shelter_0015,item_00094,124,82,1596,2025-08-24 17:56:38,
inv_000315,shelter_0015,item_00093,957,55,1182,2025-09-02 16:32:17,
inv_000316,shelter_0015,item_00146,698,48,1320,2025-08-22 01:11:39,2025-11-05 15:09:03.471550
inv_000317,shelter_0015,item_00084,647,92,685,2025-08-19 23:21:59,
inv_000318,shelter_0015,item_00186,374,78,1196,2025-08-19 13:54:45,
inv_000319,shelter_0015,item_00018,82,68,1093,2025-08-24 12:35:00,
inv_000320,shelter_0015,item_00095,663,35,861,2025-08-24 11:00:31,
inv_000321,shelter_0015,item_00073,567,15,1286,2025-08-15 22:16:23,
inv_000322,shelter_0015,item_00080,676,34,1112,2025-08-14 16:52:16,
inv_000323,shelter_0015,item_00129,712,59,718,2025-08-11 17:42:04,
inv_000324,shelter_0015,item_00010,645,98,1235,2025-08-29 14:25:05,
inv_000325,shelter_0015,item_00142,498,20,1795,2025-08-27 04:00:23,
inv_000326,shelter_0015,item_00170,448,34,786,2025-08-12 20:26:47,
inv_000327,shelter_0015,item_00114,36,34,551,2025-08-11 19:33:41,
inv_000328,shelter_0015,item_00159,737,85,988,2025-08-10 15:23:49,2026-06-15 15:09:03.472310
inv_000329,shelter_0015,item_00190,398,18,1607,2025-08-23 21:57:07,
inv_000330,shelter_0015,item_00108,658,49,1523,2025-08-28 19:28:25,
inv_000331,shelter_0015,item_00174,546,67,533,2025-08-09 17:24:57,
inv_000332,shelter_0015,item_00062,37,53,614,2025-08-12 19:37:19,
inv_000333,shelter_0015,item_00056,345,15,1330,2025-08-10 05:06:59,
inv_000334,shelter_0015,item_00064,121,37,1839,2025-08-23 19:42:01,
inv_000335,shelter_0015,item_00136,683,76,1438,2025-08-14 23:55:18,2026-07-09 15:09:03.472621
inv_000336,shelter_0015,item_00157,152,84,977,2025-08-19 07:19:34,
inv_000337,shelter_0015,item_00102,947,19,575,2025-08-15 13:14:34,
inv_000338,shelter_0015,item_00149,753,28,1501,2025-08-21 00:15:42,
inv_000339,shelter_0016,item_00140,19,70,1766,2025-08-25 22:53:06,
inv_000340,shelter_0016,item_00146,46,41,1936,2025-08-27 10:01:21,2026-09-05 15:09:03.473346
inv_000341,shelter_0016,item_00158,133,11,852,2025-08-25 20:14:24,
