shelter_id,manager_id,shelter_name,disaster_type,status,address,latitude,longitude,total_capacity,current_occupancy,occupancy_rate,has_disabled_facility,has_pet_zone,amenities,contact_person,contact_phone,contact_email,total_requests,fulfilled_requests,pending_requests,created_at,updated_at
SH_000018,user_000000,강창우방아파트 지하주차장 1층~2층,지진,운영중,대구광역시 달성군 다사읍 달구벌대로 770 (강창우방타운),35.86138888888889,128.45638888888888,2739,0,0,False,False,,최고관리자,053-668-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000019,user_000000,서재보성1차 아파트 지하주차장 1~2층,지진,운영중,대구광역시 달성군 다사읍 서재로30길 17-0,35.87722222222222,128.5,9273,0,0,False,False,,최고관리자,053-668-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000020,user_000000,다사주공1단지 지하주차장 1층,지진,운영중,대구광역시 달성군 다사읍 매곡로14길 13-0,35.86611111111111,128.45666666666665,2136,0,0,False,False,,최고관리자,053-668-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000021,user_000000,대구 대실역 지하1~3층,지진,운영중,대구광역시 달성군 다사읍 달구벌대로 지하 888 (대실역),35.85666666666667,128.46583333333334,2976,0,0,False,False,,최고관리자,053-668-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000022,user_000000,강창동서아파트 지하주차장 1층,지진,운영중,대구광역시 달성군 다사읍 왕선로 49 (강창동서아파트),35.864444444444445,128.4633333333333,1506,0,0,False,False,,최고관리자,053-668-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000023,user_000000,강창한서꼼빠니아 지하주차장 1층,지진,운영중,대구광역시 달성군 다사읍 달구벌대로 802-1 (강창한서꼼빠니아타운),35.861111111111114,128.4597222222222,3115,0,0,False,False,,최고관리자,053-668-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000024,user_000000,옥포LH허브시티 아파트 지하 1층,지진,운영중,대구광역시 달성군 옥포읍 비슬로 1941 (대구옥포LH허브시티),35.782222222222224,128.43555555555557,9753,0,0,False,False,,최고관리자,053-668-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000025,user_000000,대성베르힐4단지 아파트 지하 1층,지진,운영중,대구광역시 달성군 옥포읍 돌미로 70 (옥포대성베르힐4단지),35.780277777777776,128.4413888888889,13304,0,0,False,False,,최고관리자,053-668-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000026,user_000000,"산격2차 청구맨션 전체동의 지하주차장 1,2층",지진,운영중,"대구광역시 북구 대구체육관로4길 2 (산격동, 산격2차청구맨션)",35.890277777777776,128.60222222222222,7696,0,0,False,False,,최고관리자,053-665-4310,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000027,user_000000,산격1차청구맨션 전체동의 지하주차장 1층,지진,운영중,"대구광역시 북구 대구체육관로 12 (산격동, 산격청구맨션)",35.89055555555556,128.6013888888889,2521,0,0,False,False,,최고관리자,053-665-4310,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000028,user_000000,스카이 사우나 3층,해일,운영중,대구광역시 북구 동북로 156 (산격동),35.89944444444444,128.60972222222222,210,0,0,False,False,,최고관리자,053-665-3900,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000029,user_000000,경북대 도서관 신관 지하 1층,지진,운영중,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",35.8875,128.60972222222222,1001,0,0,False,False,,최고관리자,053-665-4310,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000030,user_000000,경북대 복현회관 지하 1층,지진,운영중,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",35.8875,128.60972222222222,1522,0,0,False,False,,최고관리자,053-665-4310,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000031,user_000000,봉덕한라하우젠트아파트 지하1층,지진,운영중,"대구광역시 남구 봉덕로21길 53-16(봉덕동, 봉덕한라하우젠트퍼스트아파트)",35.846944444444446,128.59972222222223,5767,0,0,False,False,,최고관리자,053-664-3930,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000032,user_000000,남구종합사회복지관,한파,운영중,"대구광역시 남구 중앙대로38길 17 (대명동, 남구종합사회복지관)",35.84916666666667,128.59194444444447,250,0,0,False,False,,최고관리자,053-664-3930,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000033,user_000000,우체국보험 대구회관 지하1층~지하5층,지진,운영중,"대구광역시 남구 중앙대로 200 (대명동, 남대구우체국)",35.85055555555556,128.59083333333334,8727,0,0,False,False,,최고관리자,053-664-3890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000034,user_000000,교대역정거장 지하1층~지하3층,지진,운영중,"대구광역시 남구 중앙대로 지하 194 (대명동, 교대역)",35.85,128.59055555555557,5060,0,0,False,False,,최고관리자,053-664-3890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000035,user_000000,교대역 동서프라임36.5 아파트 지하주차장 지하1층,지진,운영중,"대구광역시 남구 이천로19길 81 (대명동, 교대역동서프라임36.5)",35.85111111111111,128.595,8436,0,0,False,False,,최고관리자,053-664-3890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000036,user_000000,대구광역시시설관리공단 지하주차장 1층,지진,운영중,"대구광역시 남구 대명로 29 (대명동, 대구광역시 시설관리공단)",35.83888888888889,128.56111111111113,907,0,0,False,False,,최고관리자,053-664-3890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000037,user_000000,대구교육대학교 학생생활관 지하주차장 1층,지진,운영중,"대구광역시 남구 도촌길 37 (대명동, 대구교육대학교학생생활관)",35.84055555555556,128.57083333333333,292,0,0,False,False,,최고관리자,053-664-3890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000038,user_000000,나나바루아 아파트 지하주차장 1층,지진,운영중,대구광역시 남구 대명복개로4길 104 (대명동),35.83972222222222,128.56555555555556,1775,0,0,False,False,,최고관리자,053-664-3890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000039,user_000000,남구청,폭염,운영중,대구광역시 남구 이천로 51 (봉덕동),35.846111111111114,128.5975,600,0,0,False,False,,최고관리자,053-664-3930,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000040,user_000000,대명초등학교,한파,운영중,대구광역시 남구 대명로 100 (대명동),35.83916666666667,128.5688888888889,400,0,0,False,False,,최고관리자,053-664-3930,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000041,user_000000,천지원목욕탕,지진,운영중,대구광역시 남구 대명로 80(대명동),35.83888888888889,128.5663888888889,90,0,0,False,False,,최고관리자,053-664-3930,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000042,user_000000,지하철대명역 지하1층,지진,운영중,"대구광역시 남구 대명로 지하 71 (대명동, 대명역)",35.839444444444446,128.5652777777778,6750,0,0,False,False,,최고관리자,053-664-3930,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000043,user_000000,"대명역센트럴엘리프
 지하1-2층",지진,운영중,"대구광역시 남구 대명로14길 60 (대명동, 대명역센트럴엘리프)",35.83638888888889,128.56444444444446,61140,0,0,False,False,,최고관리자,053-664-3930,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000044,user_000000,KT&G대구본부 지하1층,지진,운영중,대구광역시 남구 대명로 124 (대명동),35.83916666666667,128.57083333333333,3736,0,0,False,False,,최고관리자,053-664-3890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000045,user_000000,강변코오롱하늘채 아파트 지하1층,지진,운영중,"대구광역시 남구 봉덕로 134 (봉덕동, 강변코오롱하늘채)",35.844166666666666,128.6052777777778,22629,0,0,False,False,,최고관리자,053-664-3930,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000046,user_000000,지산한라타운 지하주차장 지하1층,지진,운영중,"대구광역시 수성구 지범로22길 9, 주차장 지하 1층 (지산동, 지산한라타운)",35.82277777777778,128.6361111111111,4203,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000047,user_000000,지산우방타운 지하주차장 지하 1층,지진,운영중,"대구광역시 수성구 지산로 32, 주차장 지하1층 (지산동, 지산우방타운)",35.823888888888895,128.63305555555556,2216,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000048,user_000000,지산영남맨션 지하주차장 지하1층,지진,운영중,"대구광역시 수성구 지산로 31, 주차장 지하1층 (지산동, 지산영남맨션)",35.824444444444445,128.63250000000002,6216,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000049,user_000000,화성맨션 지하주차장 지하1층,지진,운영중,"대구광역시 수성구 용학로35길 62, 주차장 지하1층 (지산동, 화성맨션)",35.825,128.63,5550,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000050,user_000000,지산2동보성맨션 지하주차장 지하1층,지진,운영중,"대구광역시 수성구 지범로22길 10, 주차장 지하1층 (지산동, 지산보성맨션)",35.823055555555555,128.63583333333332,3583,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000051,user_000000,지산협화맨션 지하주차장 지하1층,지진,운영중,"대구광역시 수성구 지범로22길 23, 주차장 지하1층 (지산동, 지산협화맨션)",35.821111111111115,128.63555555555556,3286,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000052,user_000000,지산현대맨션 지하주차장 지하1층,지진,운영중,"대구광역시 수성구 지범로22길 20, 주차장 지하1층 (지산동, 지산현대맨션)",35.82166666666667,128.63444444444443,6436,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000053,user_000000,지산리더스 지하주차장 지하1층,지진,운영중,"대구광역시 수성구 지산로 5, 주차장 지하1층 (지산동, 지산리더스)",35.82222222222222,128.6313888888889,3800,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000054,user_000000,에덴아파트 지하주차장 지하1층,지진,운영중,"대구광역시 수성구 용학로 223, 주차장 지하1층 (지산동, 지산에덴아파트)",35.821111111111115,128.63333333333333,4139,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000055,user_000000,지산대우로얄하이츠 지하주차장 지하1층,지진,운영중,"대구광역시 수성구 용학로36길 20, 주차장 지하1층 (지산동, 지산대우로얄하이츠)",35.821111111111115,128.6277777777778,3132,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000056,user_000000,하나타운 전체동 지하주차장 지하1층,지진,운영중,"대구광역시 수성구 고산로 123, 지하주차장 1층 (매호동, 하나타운)",35.841944444444444,128.70416666666665,12010,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000057,user_000000,"사월보성타운 107동앞 지하주차장1층,그외주차장1~2층",지진,운영중,"대구광역시 수성구 욱수천로 133, 지하주차장 1~2층 (사월동, 시지2차사월보성타운)",35.839444444444446,128.71527777777777,11673,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000058,user_000000,한일유앤아이 지하주차장 지하1~2층,지진,운영중,"대구광역시 수성구 고산로 162, 주차장지하 1~2층 (매호동, 한일유앤아이)",35.845,128.70749999999998,6690,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000059,user_000000,대구시지푸르지오 지하주차장 지하1~2층,지진,운영중,"대구광역시 수성구 달구벌대로661길 7, 주차장지하 1~2층 (사월동, 대구 시지 푸르지오)",35.83694444444445,128.71916666666667,12764,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000060,user_000000,매호효성백년가약 지하주차장 지하1층,지진,운영중,"대구광역시 수성구 천을로23길 31, 주차장지하 1층 (매호동, 매호 효성백년가약 아파트)",35.846111111111114,128.70583333333332,6166,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000061,user_000000,광덕빌딩,해일,운영중,"대구광역시 수성구 명덕로 411, (수성동2가, 광덕빌딩, 지하2층) (수성동2가)",35.85472222222222,128.61499999999998,70,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000062,user_000000,범어역 지하1~4층,지진,운영중,"대구광역시 수성구 달구벌대로 지하2396,  범어역 지하1~4층 (범어동)",35.85888888888889,128.62444444444446,10082,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000063,user_000000,범어유림노르웨이숲 전체동의 지하주차장 지하2층,지진,운영중,"대구광역시 수성구 동대구로50길 37, 지하2층 (범어동, 유림노르웨이숲)",35.85305555555556,128.6277777777778,13264,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000064,user_000000,중부소방서,한파,운영중,"대구광역시 중구 달구벌대로 1926 (남산동, 대구중부소방서)",35.86222222222222,128.57527777777779,653,0,0,False,False,,최고관리자,053-661-2250,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000065,user_000000,가톨릭대학병원 장례식장 지하1층,지진,운영중,"대구광역시 남구 두류공원로17길 33, 대구가톨릭의과대학병원 (대명동)",35.844166666666666,128.56805555555556,4986,0,0,False,False,,최고관리자,053-664-3930,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000066,user_000000,남구청 지하1층,지진,운영중,"대구광역시 남구 이천로 51 (봉덕동, 남구청,남구의회,봉덕1동주민센터)",35.84583333333334,128.59833333333333,683,0,0,False,False,,최고관리자,053-664-3930,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000067,user_000000,주식회사KT 지하1층,지진,운영중,대구광역시 남구 봉덕로 61 (봉덕동),35.84527777777778,128.5977777777778,6500,0,0,False,False,,최고관리자,053-664-3930,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000068,user_000000,북부도서관 지하 1층,지진,운영중,"대구광역시 북구 옥산로 75 (침산동, 북부도서관)",35.885,128.5838888888889,486,0,0,False,False,,최고관리자,053-665-4310,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000069,user_000000,대구체육관,한파,운영중,"대구광역시 북구 대구체육관로 39 (산격동, 대구체육관)",35.89333333333333,128.60333333333332,400,0,0,False,False,,최고관리자,053-665-3900,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000070,user_000000,범물영남타운 전체동의 지하1층 주차장,지진,운영중,"대구광역시 수성구 용학로 316, 범물영남보성아파트 지하주차장 지하1층 (범물동, 범물영남보성아파트)",35.82194444444445,128.64166666666665,4147,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000071,user_000000,만촌태왕리더스아파트 전체 동의 지하주차장 지하1~2층,지진,운영중,"대구광역시 수성구 무열로 47, 지하1~2층 (만촌동, 만촌태왕리더스)",35.863055555555555,128.6483333333333,11167,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000072,user_000000,만촌역 지하1~3층,지진,운영중,"대구광역시 수성구 달구벌대로 지하2584, 만촌역 지하1~3층 (만촌동)",35.85888888888889,128.64527777777778,10875,0,0,False,False,,최고관리자,053-666-2960,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000073,user_000000,월배역포스코더？아파트 지하1층 지하주차장,지진,운영중,"대구광역시 달서구 월서로 51 (진천동, 월배역포스코더샵아파트)",35.818333333333335,128.52972222222223,3356,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000074,user_000000,수목원 서한이다음 지하1층 주차장,지진,운영중,"대구광역시 달서구 한실로6길 123 (대곡동, 수목원서한이다음아파트)",35.795833333333334,128.5302777777778,31096,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000075,user_000000,도원공원,한파,운영중,대구광역시 달서구 미리샘길 26 (도원동),35.80638888888888,128.54361111111112,200,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000076,user_000000,월성보성타운1단지 지하1층 지하주차장,지진,운영중,"대구광역시 달서구 학산로 30 (월성동, 월성보성타운1단지)",35.82805555555556,128.53250000000003,5951,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000077,user_000000,월성청구아파트 지하1층 지하주차장,지진,운영중,"대구광역시 달서구 학산로2길 24 (월성동, 월성청구아파트)",35.82527777777778,128.5327777777778,4575,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000078,user_000000,월성삼정그린코아에듀파크 지하1~2층 주차장,지진,운영중,"대구광역시 달서구 월성로 100 (월성동, 월성 삼정그린코아 에듀파크)",35.82916666666667,128.5252777777778,68778,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000079,user_000000,월성우방타운 지하1층 지하주차장,지진,운영중,"대구광역시 달서구 학산로2길 11 (월성동, 월성우방타운)",35.82638888888889,128.53250000000003,855,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000080,user_000000,태왕아너스베스트아파트 지하1층 지하주차장,지진,운영중,"대구광역시 달서구 월배로33길 117 (월성동, 태왕 아너스 BEST)",35.82027777777778,128.52722222222224,1324,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000081,user_000000,용산현대우방아파트 지하주차장 1층,지진,운영중,"대구광역시 달서구 용산로 253 (용산동, 용산현대우방아파트)",35.86027777777778,128.52944444444447,9680,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000082,user_000000,용산동서우방아파트 지하주차장 1층,지진,운영중,"대구광역시 달서구 장산로 20 (용산동, 용산동서우방타운아파트)",35.85472222222222,128.52805555555557,4467,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000083,user_000000,대곡역 지하 1층~3층 대피소,지진,운영중,"대구광역시 달서구 비슬로 지하2718, 대구지하철1호선 대곡역 (대곡동)",35.809444444444445,128.5125,7136,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000084,user_000000,도시철도 월배역 지하1층~2층 지하주차장,지진,운영중,"대구광역시 달서구 월배로 지하 143 (진천동, 대구지하철1호선 월배역)",35.816111111111105,128.53,5947,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000085,user_000000,도시철도 진천역 지하1층~지하2층,지진,운영중,"대구광역시 달서구 월배로 지하 76 (진천동, 대구지하철1호선 진천역)",35.81388888888888,128.5225,6080,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000086,user_000000,진천세광그린타운 지하1층 지하주차장,지진,운영중,"대구광역시 달서구 진천로7길 47-0 (진천동, 세광그린타운)",35.81055555555555,128.52305555555557,5323,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000087,user_000000,진천트윈팰리스 지하1층 지하주차장,지진,운영중,"대구광역시 달서구 월배로 71 (진천동, 진천트윈팰리스)",35.814166666666665,128.52222222222224,6855,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000088,user_000000,진천역 계룡리슈빌 지하1층 지하주차장,지진,운영중,"대구광역시 달서구 진천로 77 (진천동, 진천역 계룡 리슈빌)",35.815555555555555,128.52194444444447,3306,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000089,user_000000,수목원삼성래미안아파트 지하1층 지하주차장,지진,운영중,"대구광역시 달서구 상화로8길 23 (대곡동, 수목원삼성래미안)",35.80694444444444,128.51805555555558,3494,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
SH_000090,user_000000,진천역 대우이안아파트 지하1층 지하주차장,지진,운영중,"대구광역시 달서구 진천로18길 10 (진천동, 진천역대우이안아파트)",35.816111111111105,128.52472222222224,8087,0,0,False,False,,최고관리자,053-667-2890,,0,0,0,2025-09-16T12:44:39.840856,2025-09-16T12:44:39.840856
